identifier,value1,value2,value3,diff1,diff2,diff3,a,b,c,parabol_min,parabol_min_diff,value4,diff4
5 74  2,28.92337285,29.42337285,29.17337285,14687.36334,14687.40032,14687.31302,1.100927753,-64.16158678,15622.13907,29.13978078,14687.31145,29.13978078,14687.31145
5 74  3,0.6686425457,0.7186425457,0.6936425457,14688.06419,14688.54391,14687.33611,1548.699954,-2138.8939,15425.82246,0.6905449615,14687.32092,0.6905449615,14687.32092
5 74  5,2.604219354,2.654219354,2.629219354,14687.2977,14687.33082,14687.30597,13.26374485,-69.08418443,14777.25391,2.604248846,14687.29738,2.604248846,14687.29738
5 74  7,1.196721458,1.246721458,1.221721458,14687.11658,14687.30789,14687.17532,59.06940915,-140.506603,14770.66806,1.189334759,14687.11303,1.189334759,14687.11303
5 95  1,89.73290407,90.23290407,89.98290407,14707.0327,15352.09079,14687.2217,5477.44067,-984461.9205,44249014.3,89.86513774,14611.25525,89.86513774,14611.25525
5 95  2,32.44927726,32.94927726,32.69927726,14694.71567,14698.50193,14695.764,13.51669392,-876.3997298,28900.77501,32.41916015,14694.70308,32.41916015,14694.70308
5 95  3,2.056613498,2.106613498,2.081613498,14696.19862,14694.85514,14694.66866,1373.146012,-5743.588056,20700.59984,2.09139742,14694.53689,2.09139742,14694.53689
5 95  5,-0.015,0.035,0.01,14667.36961,14728.23866,14694.551,5205.018886,1113.280652,14682.89769,-0.1069429984,14623.36858,0.01,14694.55067
5 95  7,1.560659013,1.610659013,1.585659013,14697.19001,14694.39866,14694.551,1989.340118,-6364.657239,19784.9004,1.599690566,14694.159,1.599690566,14694.159
5102  1,27.03398444,27.53398444,27.28398444,14690.78153,14699.36889,14694.58516,7.840869492,-410.6855895,20062.8572,26.18877855,14685.17989,26.76364459,14687.77107
5102  2,17.0133044,17.5133044,17.2633044,14687.0099,14696.03555,14687.26714,68.08929145,-2332.841035,34667.72711,17.13074836,14686.07041,17.13074836,14686.07041
5102  3,2.077968134,2.127968134,2.102968134,14688.72296,14684.75838,14686.24613,791.2617823,-3407.288333,18352.32949,2.153072731,14684.25937,2.149247815,14684.27094
5102  5,-0.015,0.035,0.01,14674.92503,15499.82205,14684.75838,644184.2571,3614.255115,14584.1974,-0.002805296058,14579.12755,0.01,14684.75805
5102  7,2.975,3.025,3.0,14697.50964,15346.07566,14684.75838,539254.8365,-3222557.699,4829064.326,2.987972922,14606.75451,2.987972922,14606.75451
3 18  1,142.1897051,142.4397051,142.3147051,14689.90821,14689.27031,14690.22753,-40.84939035,11624.38632,-812288.7652,142.2834737,14690.26705,142.4397051,14689.26999
3 18  4,-0.8734222385,-0.8784222385,-0.8759222385,14695.19221,14682.77017,14689.28824,-49127.52249,-83579.37233,-20827.15372,-0.8506369556,14720.69737,-0.8784222385,14682.76984
3 18  8,0.99875,1.00125,1.0,14683.95588,14681.54328,14682.75472,-3290.089674,5615.135842,12357.70855,0.8533408507,14753.52062,1.0,14682.75439
3 18  9,1.638493622,1.648493622,1.643493622,14685.25975,14680.59686,14682.75472,6943.289398,-23288.79234,34203.41678,1.67707199,14674.92579,1.664978558,14675.94125
3 18 13,-0.08482965226,-0.08582965226,-0.08532965226,15299.76423,14691.68238,14675.55782,1280661928.0,219164955.8,9391253.997,-0.08556706146,14603.37538,-0.08556706146,14603.37538
3 18 14,4.718805949,4.723805949,4.721305949,14683.47152,14685.91538,14685.03924,-55327.17314,522921.7934,-1220905.665,4.725723038,14686.11839,4.718805949,14683.4712
4 12  1,0.2714351845,0.2724351845,0.2719351845,14682.8591,14684.31044,14683.58214,10535.25151,-4278.469756,15067.97998,0.2030549414,14633.59744,0.2687208327,14679.02554
4 12  2,1.519093814,1.520093814,1.519593814,14681.65683,14684.11556,14682.8591,108367.1617,-326889.4043,261184.2799,1.508249359,14668.91228,1.508249359,14668.91228
4 12  3,12.72211945,12.73461945,12.72836945,14681.14871,14682.16631,14681.65683,17.53632641,-365.0095059,16486.54807,10.40723973,14587.17703,12.59489825,14671.10325
3 17  1,9.875,10.125,10.0,14681.14871,14681.14871,14681.14871,,,,10.0,,10.0,
3 17  4,0.3541,0.3591,0.3566,14681.14871,14681.14871,14681.14871,,,,0.3566,,0.3566,
3 17  8,0.23895,0.24145,0.2402,14681.14871,14681.14871,14681.14871,,,,0.2402,,0.2402,
3 17  9,1.9175,1.9275,1.9225,14681.14871,14681.14871,14681.14871,,,,1.9225,,1.9225,
3 17 13,-0.1345,-0.1355,-0.135,14681.14871,14681.14871,14681.14871,,,,-0.135,,-0.135,
3 17 14,5.5964,5.6014,5.5989,14681.14871,14681.14871,14681.14871,,,,5.5989,,5.5989,
3 10  1,199.7584816,200.0084816,199.8834816,14703.97922,15312.99506,14681.14871,20949.6597,-8372545.773,836538016.1,199.8253407,14610.33095,199.8253407,14610.33095
3 10  4,-0.3195036702,-0.3245036702,-0.3220036702,14692.42025,14692.1879,14691.67156,101202.8864,65221.87156,25199.9943,-0.3222332578,14691.66589,-0.3222332578,14691.66589
3 10  8,0.4551177711,0.4576177711,0.4563677711,14695.72126,14687.98445,14691.69428,101490.6559,-95728.85176,37241.64153,0.4716141151,14668.10234,0.4621939488,14677.10858
3 10  9,2.663211971,2.673211971,2.668211971,14673.23059,14674.45934,14673.82386,844.3193795,-4382.770373,20356.97473,2.595445799,14669.35293,2.636579851,14670.78153
3 10 13,-0.04221535713,-0.04321535713,-0.04271535713,15335.01393,14714.22782,14670.79333,1415310186.0,121531746.2,2623565.314,-0.0429346681,14602.7204,-0.0429346681,14602.7204
3 10 14,4.776074,4.781074,4.778574,14685.34348,14689.62767,14687.47468,1743.004485,-15801.31276,50394.11141,4.532780294,14582.17153,4.72831326,14648.81207
4 13  1,0.3195321283,0.3205321283,0.3200321283,14681.73858,14688.0574,14685.34348,-1781957.916,1146886.391,-169846.016,0.3218051282,14690.94479,0.3195321283,14681.73825
4 13  2,1.821833613,1.822833613,1.822333613,14678.96291,14683.26902,14681.85547,-2958039.278,10785374.92,-9816517.36,1.823061479,14683.42228,1.821833613,14678.96258
4 13  3,10.07191346,10.08441346,10.07816346,14665.14771,14684.384,14678.98745,-108072.8791,2179891.185,-10977725.51,10.08528321,14684.46542,10.07191346,14665.14739
4 13  4,1.412242713,1.413242713,1.412742713,14668.66617,15297.26249,14665.14337,1271283838.0,-3591365361.0,2536408265.0,1.412495484,14587.43944,1.412495484,14587.43944
5 71  1,89.75,90.25,90.0,15314.49184,14651.82125,14666.46436,5067.074962,-913398.8344,41177254.37,90.13077971,14579.80016,90.0,14666.46403
5 71  2,12.00614693,12.50614693,12.25614693,15305.8633,14666.16935,14666.46436,5112.831496,-126606.616,798361.292,12.38126233,14586.42847,12.38126233,14586.42847
5 71  3,3.075189432,3.125189432,3.100189432,14668.57982,14663.74859,14666.14995,22.81415409,-238.081041,15184.97546,5.217836261,14563.84119,3.156441326,14660.78649
5 71  5,0.1171957971,0.1671957971,0.1421957971,14660.04168,14661.96488,14660.89973,165.6762807,-8.652841397,14658.78021,0.02611370004,14658.66691,0.1160238392,14660.00621
5 71  7,2.032654212,2.082654212,2.057654212,14655.88024,14664.2754,14660.25685,-286.445452,1346.714647,13101.97688,2.350734908,14684.86112,2.032654212,14655.87991
5 73  1,49.92163651,50.42163651,50.17163651,14655.85975,14655.87321,14655.86613,0.005624957324,-0.5374894091,14668.67375,47.77719884,14655.83355,49.42242015,14655.84878
5 73  2,0.0723757346,0.5723757346,0.3223757346,14655.68888,14655.76536,14655.7271,0.0002854681225,0.1527655561,14655.67783,-267.5702541,14635.23974,0.2,14655.70806
5 73  3,0.5449,0.5949,0.5699,14655.81836,14655.82076,14655.81956,-0.008853865438,0.05808404208,14655.78934,3.280151618,14655.88427,0.5449,14655.81803
5 73  5,1.5359,1.5859,1.5609,14655.84227,14655.84236,14655.84232,-0.002334249439,0.009245939191,14655.83357,1.980495108,14655.8424,1.5359,14655.84194
5 73  7,2.975,3.025,3.0,14655.83074,14655.82772,14655.82918,0.08254141139,-0.5557479237,14656.75355,3.366479409,14655.81777,3.0,14655.82885
5 74  1,63.35718464,63.85718464,63.60718464,14655.84557,14655.96288,14655.82918,1.200718858,-152.5140884,19498.86383,63.50949161,14655.81739,63.50949161,14655.81739
5 74  2,28.88978078,29.38978078,29.13978078,14655.74407,14655.80349,14655.7045,1.10839829,-64.47812339,15593.41217,29.08617055,14655.70099,29.08617055,14655.70099
5 74  3,0.6655449615,0.7155449615,0.6905449615,14656.55263,14657.03401,14655.81259,1569.169358,-2157.536411,15397.4264,0.6874772313,14655.79749,0.6874772313,14655.79749
5 74  5,2.579248846,2.629248846,2.604248846,14655.81373,14655.84368,14655.82025,13.53303173,-69.88766463,14746.04258,2.58211412,14655.81329,2.58211412,14655.81329
5 74  7,1.164334759,1.214334759,1.189334759,14655.75367,14655.92354,14655.80162,59.19024738,-137.3966193,14735.48657,1.160635624,14655.75254,1.160635624,14655.75254
5 95  1,89.61513774,90.11513774,89.86513774,14672.47725,15309.45961,14655.62462,5365.501009,-963069.0096,43230577.72,89.74641958,14580.00292,89.74641958,14580.00292
5 95  2,32.16916015,32.66916015,32.41916015,14662.6315,14666.0091,14663.45655,13.81993299,-889.3060418,28969.2351,32.17475956,14662.63074,32.17475956,14662.63074
5 95  3,2.06639742,2.11639742,2.09139742,14663.5533,14663.09305,14662.59463,1165.669052,-4884.959343,19780.41581,2.095345732,14662.57613,2.095345732,14662.57613
5 95  5,-0.015,0.035,0.01,14638.17499,14692.95961,14662.71852,4558.045537,1004.531384,14652.2174,-0.110193215,14596.87081,0.01,14662.71819
5 95  7,1.574690566,1.624690566,1.599690566,14663.15827,14662.99934,14662.71852,576.4475567,-1847.454009,16142.93826,1.602447601,14662.71381,1.602447601,14662.71381
5102  1,26.51364459,27.01364459,26.76364459,14659.80476,14665.51912,14662.30569,5.699944083,-293.6738349,18439.25966,25.76111542,14656.57655,26.24850815,14657.93058
5102  2,16.88074836,17.38074836,17.13074836,14654.34577,14672.82719,14659.33521,68.02021474,-2293.511517,33987.51893,16.85904349,14654.31339,16.85904349,14654.31339
5102  3,2.102968134,2.152968134,2.127968134,14656.57161,14652.70052,14654.18212,726.3117108,-3168.558204,18107.85318,2.181266085,14652.11858,2.174497815,14652.15185
5102  5,-0.015,0.035,0.01,14643.04119,15428.65222,14652.70052,613033.9009,3451.54263,14556.8817,-0.002815131941,14552.0231,0.01,14652.70019
5102  7,2.962972922,3.012972922,2.987972922,14665.24975,15272.31371,14652.70052,505729.9352,-3010073.425,4493522.737,2.975969203,14579.82995,2.975969203,14579.82995
3 18  1,142.3147051,142.5647051,142.4397051,14657.69732,14655.85736,14658.20567,-91.41336311,26034.42515,-1838985.549,142.3994494,14658.35348,142.5647051,14655.85703
3 18  4,-0.8759222385,-0.8809222385,-0.8784222385,14662.82842,14649.22517,14655.99509,5073.437811,11633.89221,20960.67009,-1.146549209,14291.25481,-0.8897314608,14625.8752
3 18  8,0.99875,1.00125,1.0,14631.15281,14628.78391,14629.97808,-6218.447557,11489.33358,9359.092052,0.9238104429,14666.0749,1.0,14629.97775
3 18  9,1.659978558,1.669978558,1.664978558,14631.04957,14629.04761,14629.97808,2820.475616,-9592.259086,22782.09215,1.700468359,14626.42529,1.686678343,14626.96164
3 18 13,-0.08506706146,-0.08606706146,-0.08556706146,15207.17612,14648.53376,14628.16782,1198748487.0,205705413.3,8839332.733,-0.08580007212,14563.08268,-0.08580007212,14563.08268
3 18 14,4.716305949,4.721305949,4.718805949,14633.93832,14637.6217,14636.01139,-37020.35107,350120.382,-813177.1755,4.728755561,14639.67589,4.716305949,14633.938
4 12  1,0.2709351845,0.2719351845,0.2714351845,14632.99929,14634.64207,14633.81808,10382.88102,-3993.778704,14952.89,0.1923251694,14568.83759,0.2682258327,14628.65244
4 12  2,1.518593814,1.519593814,1.519093814,14631.4651,14634.58808,14632.99929,109193.0031,-328625.8436,261867.6868,1.504793504,14610.66912,1.504793504,14610.66912
4 12  3,12.71586945,12.72836945,12.72211945,15244.72492,14632.12707,14631.4651,7858198.966,-199994899.6,1272505874.0,12.72523771,14555.05517,12.72523771,14555.05517
3 17  1,9.875,10.125,10.0,14631.78962,14631.78962,14631.78962,,,,10.0,,10.0,
3 17  4,0.3541,0.3591,0.3566,14631.78962,14631.78962,14631.78962,,,,0.3566,,0.3566,
3 17  8,0.23895,0.24145,0.2402,14631.78962,14631.78962,14631.78962,,,,0.2402,,0.2402,
3 17  9,1.9175,1.9275,1.9225,14631.78962,14631.78962,14631.78962,,,,1.9225,,1.9225,
3 17 13,-0.1345,-0.1355,-0.135,14631.78962,14631.78962,14631.78962,,,,-0.135,,-0.135,
3 17 14,5.5964,5.6014,5.5989,14631.78962,14631.78962,14631.78962,,,,5.5989,,5.5989,
3 10  1,199.7003407,199.9503407,199.8253407,14655.83303,14608.6068,14631.78962,27.53901161,-11194.88966,1152017.103,203.2551098,14307.83919,200.0,14599.63539
3 10  4,-0.3197332578,-0.3247332578,-0.3222332578,15250.92464,14609.73218,14608.6068,51475458.14,33302447.63,5400848.056,-0.3234788853,14528.73778,-0.3234788853,14528.73778
3 10  8,0.4609439488,0.4634439488,0.4621939488,14613.04083,14605.3768,14609.04946,101985.3384,-97339.62521,37812.39614,0.4772236221,14586.01156,0.4680783883,14594.54113
3 10  9,2.631579851,2.641579851,2.636579851,14590.40617,14591.93666,14591.15018,849.5403439,-4326.71294,20093.24935,2.546502336,14584.25672,2.605264052,14587.19013
3 10 13,-0.0424346681,-0.0434346681,-0.0429346681,15179.96112,14633.11786,14587.19775,1277366955.0,110233495.8,2392745.743,-0.04314871907,14528.67126,-0.04314871907,14528.67126
3 10 14,4.773574,4.778574,4.776074,14602.48537,14607.29728,14604.88144,1581.237614,-14141.83405,46077.90139,4.47176121,14458.44859,4.72583826,14560.52562
4 13  1,0.3190321283,0.3200321283,0.3195321283,14598.68434,14605.58632,14602.48537,-1400157.407,901692.5311,-130560.0834,0.3219968435,14610.99075,0.3190321283,14598.68401
4 13  2,1.821333613,1.822333613,1.821833613,14595.65396,14600.53883,14598.67446,-2312240.804,8429920.908,-7668807.668,1.82288992,14601.25409,1.821333613,14595.65364
4 13  3,10.06566346,10.07816346,10.07191346,15153.60035,14601.85788,14595.53595,7224145.046,-145566066.9,733301293.7,10.07496845,14528.11289,10.07496845,14528.11289
4 13  4,1.411995484,1.412995484,1.412495484,14603.57811,14593.86798,14598.5402,731375.323,-2075838.811,1487512.77,1.419133751,14566.31066,1.419133751,14566.31066
5 71  1,89.75,90.25,90.0,15164.58554,14580.12387,14593.86798,4455.787596,-803210.6907,36211676.5,90.13116911,14517.20434,90.0,14593.86766
5 71  2,12.13126233,12.63126233,12.38126233,15160.5071,14592.69671,14593.86798,4523.742811,-113154.9137,722124.413,12.50678017,14522.59733,12.50678017,14522.59733
5 71  3,3.131441326,3.181441326,3.156441326,14595.51385,14591.07552,14593.28319,18.38493949,-204.8286408,15056.64139,5.570555205,14486.13644,3.21325574,14588.29899
5 71  5,0.09102383916,0.1410238392,0.1160238392,14591.28901,14588.48948,14588.31658,2516.260079,-639.8829082,14628.68554,0.1271495966,14588.00479,0.1271495966,14588.00479
5 71  7,2.007654212,2.057654212,2.032654212,14583.71886,14591.95993,14587.86167,-35.65113791,309.7541762,14105.53775,4.344239685,14778.36061,2.007654212,14583.71853
5 73  1,49.17242015,49.67242015,49.42242015,14583.59511,14583.60061,14583.59765,0.003345114965,-0.3196388394,14591.22428,47.77695875,14583.58827,48.68069595,14583.591
5 73  2,-0.05,0.45,0.2,14588.9292,14583.73066,14583.70047,42.07131745,-27.22559242,14587.46274,0.3235647714,14583.05779,0.3235647714,14583.05779
5 73  3,0.5199,0.5699,0.5449,14583.71384,14583.71694,14583.7154,-0.01592921326,0.07934315143,14583.67689,2.490491845,14583.77537,0.5199,14583.71351
5 73  5,1.5109,1.5609,1.5359,14583.73889,14583.73902,14583.73896,-0.003155923332,0.0123414948,14583.72745,1.955290656,14583.73919,1.5109,14583.73856
5 73  7,2.975,3.025,3.0,14583.72834,14583.72349,14583.72583,0.136064754,-0.9134406743,14585.24157,3.356639567,14583.7082,3.0,14583.7255
5 74  1,63.25949161,63.75949161,63.50949161,14583.77311,14583.75512,14583.72583,0.6125803602,-77.84530736,17056.82609,63.53885337,14583.72498,63.53885337,14583.72498
5 74  2,28.83617055,29.33617055,29.08617055,14583.76187,14583.58356,14583.6041,1.097856433,-64.22150586,15522.76939,29.24859022,14583.57481,29.24859022,14583.57481
5 74  3,0.6624772313,0.7124772313,0.6874772313,14584.44873,14584.94511,14583.68428,1620.218857,-2217.799518,15342.61511,0.6844135618,14583.66875,0.6844135618,14583.66875
5 74  5,2.55711412,2.60711412,2.58211412,14583.68529,14583.71609,14583.69328,11.85935644,-60.62826848,14661.17234,2.556136531,14583.68495,2.556136531,14583.68495
5 74  7,1.135635624,1.185635624,1.160635624,14583.60833,14583.78806,14583.67222,41.55735625,-92.87126913,14635.48105,1.117386637,14583.59417,1.124279267,14583.59614
5 95  1,89.49641958,89.99641958,89.74641958,14595.98188,14575.03617,14583.4756,32.53490304,-5881.673535,280392.8484,90.39021153,14569.99059,90.0,14574.94452
5 95  2,31.92475956,32.42475956,32.17475956,14568.826,15173.99497,14575.05149,4741.743836,-303918.5976,4884357.787,32.04713373,14497.81598,32.04713373,14497.81598
5 95  3,2.070345732,2.120345732,2.095345732,14565.98092,15184.16948,14571.722,485365.1227,-2021651.705,2119648.17,2.082609164,14492.98567,2.082609164,14492.98567
5 95  5,-0.015,0.035,0.01,14545.41571,14598.0808,14568.61196,5018.070455,952.9404328,14558.58075,-0.09495088215,14513.33916,0.01,14568.61164
5 95  7,1.577447601,1.627447601,1.602447601,14579.74197,14563.80446,14568.61196,5058.002279,-16529.11734,28067.52434,1.633957087,14563.58981,1.633957087,14563.58981
5102  1,25.99850815,26.49850815,26.24850815,14562.14302,14564.82882,14563.13833,5.561414536,-286.5860789,18253.86872,25.7655743,14561.84094,25.7655743,14561.84094
5102  2,16.60904349,17.10904349,16.85904349,14552.45222,15229.40934,14561.89881,5264.511509,-176155.3427,1488054.342,16.73045471,14474.8494,16.73045471,14474.8494
5102  3,2.127968134,2.177968134,2.152968134,14555.48648,14557.30573,14555.99498,641.7978789,-2727.155807,17452.56693,2.124622016,14555.47897,2.124622016,14555.47897
5102  5,-0.015,0.035,0.01,14538.02434,15281.44964,14555.46849,566829.5954,3531.914093,14463.46639,-0.003115499015,14457.96423,0.01,14555.46817
5102  7,2.950969203,3.000969203,2.975969203,14570.90423,14544.16651,14555.46849,3307.002233,-20217.828,45434.99154,3.056821038,14533.85023,3.0,14544.52732
3 18  1,142.4397051,142.6897051,142.5647051,14545.13025,14543.97485,14544.41805,8.607685265,-2458.925828,190151.8748,142.8331632,14543.79738,142.8331632,14543.79738
3 18  4,-0.8872314608,-0.8922314608,-0.8897314608,14549.0922,14539.23944,14543.97485,30555.12672,56342.26675,40485.34941,-0.9219773045,14512.20347,-0.9011537754,14525.45277
3 18  8,0.99875,1.00125,1.0,14527.91699,15096.89262,14526.78564,182796263.8,-365364937.4,182583200.4,0.9993774757,14455.94508,0.9993774757,14455.94508
3 18  9,1.681678343,1.691678343,1.686678343,15099.64646,14527.64099,14527.35122,11451700.21,-38687870.03,32689763.08,1.689175813,14455.92258,1.689175813,14455.92258
3 18 13,-0.08530007212,-0.08630007212,-0.08580007212,15070.46053,14547.73626,14527.4588,1126558388.0,193840306.1,8352708.47,-0.08603207264,14466.82233,-0.08603207264,14466.82233
3 18 14,4.713805949,4.718805949,4.716305949,14533.19695,14537.05374,14535.04782,12403.26893,-116223.8642,286789.719,4.685211005,14523.05483,4.685211005,14523.05483
4 12  1,0.2704351845,0.2714351845,0.2709351845,14532.52044,14533.87861,14533.19695,10299.90122,-4223.048347,14921.29608,0.2050043129,14488.42419,0.2677308327,14528.95035
4 12  2,1.518093814,1.519093814,1.518593814,15107.54143,14533.64165,14532.52044,1152284381.0,-3500277766.0,2658200373.0,1.518842841,14461.06186,1.518842841,14461.06186
4 12  3,12.71898771,12.73148771,12.72523771,14532.44683,14533.4961,14532.96259,227.3053232,-5701.086886,50272.71674,12.54059255,14525.21255,12.59179783,14525.80854
3 17  1,9.875,10.125,10.0,14532.44683,14532.44683,14532.44683,,,,10.0,,10.0,
